id,path,a,b,c,root_1,root_2,equation
eqn_1408,quadratic/eqn_1408,1,6,-187,17.0,-11.0,(x - 17)(x + 11) = 0
eqn_1409,quadratic/eqn_1409,10,18,-27,0.9735,-2.7735,10x² + 18x = 27
eqn_1410,quadratic/eqn_1410,4,7,1,-0.1569,-1.5931,4x² + 7x + 1 = 0
eqn_1411,quadratic/eqn_1411,13,13,1,-0.084,-0.916,13x² + 13x = -1
eqn_1412,quadratic/eqn_1412,1,-44,340,-10.0,-34.0,(x + 10)(x + 34) = 0
eqn_1413,quadratic/eqn_1413,1,-12,-45,-15.0,3.0,(x + 15)(x - 3) = 0
eqn_1414,quadratic/eqn_1414,19,-14,-99,2.6806,-1.9438,19x² - 14x = 99
eqn_1415,quadratic/eqn_1415,10,-22,-26,3.0519,-0.8519,10x² - 22x = 26
eqn_1416,quadratic/eqn_1416,10,18,-63,1.7665,-3.5665,10x² + 18x = 63
eqn_1417,quadratic/eqn_1417,12,46,15,-0.3599,-3.4735,46x + 15 = -12x²
eqn_1418,quadratic/eqn_1418,15,-1,0,0.0667,0.0, - x = -15x²
eqn_1419,quadratic/eqn_1419,11,77,31,-0.4289,-6.5711,77x + 31 = -11x²
eqn_1420,quadratic/eqn_1420,7,75,71,-1.0495,-9.6648,75x + 71 = -7x²
eqn_1421,quadratic/eqn_1421,1,6,-7,1.0,-7.0,x² + 6x - 7 = 0
eqn_1422,quadratic/eqn_1422,1,16,15,1.0,15.0,(x - 1)(x - 15) = 0
eqn_1423,quadratic/eqn_1423,6,74,25,-0.3476,-11.9857,74x + 25 = -6x²
eqn_1424,quadratic/eqn_1424,3,55,76,-1.5054,-16.8279,55x + 76 = -3x²
eqn_1425,quadratic/eqn_1425,3,32,24,-0.8118,-9.8549,32x + 24 = -3x²
eqn_1426,quadratic/eqn_1426,10,-7,-13,1.5427,-0.8427,10x² - 7x = 13
eqn_1427,quadratic/eqn_1427,1,9,-3,0.3218,-9.3218,x² + 9x - 3 = 0
eqn_1428,quadratic/eqn_1428,3,7,-2,0.2573,-2.5907,3x² + 7x - 2 = 0
eqn_1429,quadratic/eqn_1429,14,51,11,-0.2302,-3.4126,51x + 11 = -14x²
eqn_1430,quadratic/eqn_1430,1,24,44,22.0,2.0,(x - 22)(x - 2) = 0
eqn_1431,quadratic/eqn_1431,7,31,12,-0.4286,-4.0,31x + 12 = -7x²
eqn_1432,quadratic/eqn_1432,4,3,-9,1.1712,-1.9212,4x² + 3x - 9 = 0
eqn_1433,quadratic/eqn_1433,1,21,98,14.0,7.0,(x - 14)(x - 7) = 0
eqn_1434,quadratic/eqn_1434,1,14,48,6.0,8.0,(x - 6)(x - 8) = 0
eqn_1435,quadratic/eqn_1435,5,2,0,0.0,-0.4,5x² + 2x = 0
eqn_1436,quadratic/eqn_1436,14,96,70,-0.8295,-6.0276,96x + 70 = -14x²
eqn_1437,quadratic/eqn_1437,1,-46,465,-15.0,-31.0,(x + 15)(x + 31) = 0
eqn_1438,quadratic/eqn_1438,5,72,66,-0.9839,-13.4161,72x + 66 = -5x²
eqn_1439,quadratic/eqn_1439,11,54,62,-1.8313,-3.0778,54x + 62 = -11x²
eqn_1440,quadratic/eqn_1440,18,8,-13,0.6562,-1.1006,18x² + 8x = 13
eqn_1441,quadratic/eqn_1441,11,-3,-98,3.1243,-2.8516,11x² - 3x = 98
eqn_1442,quadratic/eqn_1442,12,36,-5,0.133,-3.133,36x - 5 = -12x²
eqn_1443,quadratic/eqn_1443,12,16,-57,1.6125,-2.9458,12x² + 16x = 57
eqn_1444,quadratic/eqn_1444,3,61,65,-1.1282,-19.2052,61x + 65 = -3x²
eqn_1445,quadratic/eqn_1445,1,19,-20,20.0,-1.0,(x - 20)(x + 1) = 0
eqn_1446,quadratic/eqn_1446,13,94,21,-0.2308,-7.0,94x + 21 = -13x²
eqn_1447,quadratic/eqn_1447,19,-3,-56,1.7976,-1.6397,19x² - 3x = 56
eqn_1448,quadratic/eqn_1448,1,19,48,16.0,3.0,(x - 16)(x - 3) = 0
eqn_1449,quadratic/eqn_1449,12,-4,-3,0.6937,-0.3604, - 4x - 3 = -12x²
eqn_1450,quadratic/eqn_1450,1,8,-48,12.0,-4.0,(x - 12)(x + 4) = 0
eqn_1451,quadratic/eqn_1451,5,-2,-9,1.5565,-1.1565,5x² - 2x - 9 = 0
eqn_1452,quadratic/eqn_1452,1,-16,-612,18.0,-34.0,(x - 18)(x + 34) = 0
eqn_1453,quadratic/eqn_1453,4,84,3,-0.0358,-20.9642,84x + 3 = -4x²
eqn_1454,quadratic/eqn_1454,14,68,76,-1.7435,-3.1137,68x + 76 = -14x²
eqn_1455,quadratic/eqn_1455,1,-8,-609,21.0,-29.0,(x - 21)(x + 29) = 0
eqn_1456,quadratic/eqn_1456,11,-15,-19,2.1624,-0.7988,11x² - 15x = 19
eqn_1457,quadratic/eqn_1457,14,13,-84,2.0288,-2.9574,14x² + 13x = 84
eqn_1458,quadratic/eqn_1458,19,-19,-44,2.1018,-1.1018,19x² - 19x = 44
eqn_1459,quadratic/eqn_1459,9,71,36,-0.5446,-7.3442,71x + 36 = -9x²
eqn_1460,quadratic/eqn_1460,14,4,-95,2.466,-2.7517,14x² + 4x = 95
eqn_1461,quadratic/eqn_1461,7,37,36,-1.2857,-4.0,37x + 36 = -7x²
eqn_1462,quadratic/eqn_1462,3,6,-10,1.0817,-3.0817,3x² + 6x - 10 = 0
eqn_1463,quadratic/eqn_1463,1,8,0,0.0,-8.0,x² + 8x = 0
eqn_1464,quadratic/eqn_1464,1,-3,-378,18.0,-21.0,(x - 18)(x + 21) = 0
eqn_1465,quadratic/eqn_1465,5,75,59,-0.8329,-14.1671,75x + 59 = -5x²
eqn_1466,quadratic/eqn_1466,1,19,18,1.0,18.0,(x - 1)(x - 18) = 0
eqn_1467,quadratic/eqn_1467,6,78,17,-0.2217,-12.7783,78x + 17 = -6x²
eqn_1468,quadratic/eqn_1468,15,-8,0,0.5333,0.0,15x² - 8x = 0
eqn_1469,quadratic/eqn_1469,16,-16,-5,1.25,-0.25,16x² - 16x = 5
eqn_1470,quadratic/eqn_1470,4,-3,-8,1.8381,-1.0881,4x² - 3x - 8 = 0
eqn_1471,quadratic/eqn_1471,19,21,-82,1.5971,-2.7023,19x² + 21x = 82
eqn_1472,quadratic/eqn_1472,2,2,-4,1.0,-2.0,2x² + 2x - 4 = 0
eqn_1473,quadratic/eqn_1473,1,37,300,25.0,12.0,(x - 25)(x - 12) = 0
eqn_1474,quadratic/eqn_1474,3,5,-4,0.5907,-2.2573,3x² + 5x - 4 = 0
eqn_1475,quadratic/eqn_1475,4,2,-3,0.6514,-1.1514,4x² + 2x - 3 = 0
eqn_1476,quadratic/eqn_1476,1,0,-25,-5.0,5.0,(x + 5)(x - 5) = 0
eqn_1477,quadratic/eqn_1477,1,-10,-171,9.0,-19.0,(x - 9)(x + 19) = 0
eqn_1478,quadratic/eqn_1478,1,-27,72,-3.0,-24.0,(x + 3)(x + 24) = 0
eqn_1479,quadratic/eqn_1479,11,20,-13,0.508,-2.3262,11x² + 20x = 13
eqn_1480,quadratic/eqn_1480,5,92,22,-0.2423,-18.1577,92x + 22 = -5x²
eqn_1481,quadratic/eqn_1481,13,62,-6,0.0949,-4.8641,62x - 6 = -13x²
eqn_1482,quadratic/eqn_1482,1,-2,-399,19.0,-21.0,(x - 19)(x + 21) = 0
eqn_1483,quadratic/eqn_1483,1,-43,330,-10.0,-33.0,(x + 10)(x + 33) = 0
eqn_1484,quadratic/eqn_1484,4,1,-8,1.2947,-1.5447,4x² + x - 8 = 0
eqn_1485,quadratic/eqn_1485,10,-13,-98,3.8473,-2.5473,10x² - 13x = 98
eqn_1486,quadratic/eqn_1486,9,64,37,-0.6348,-6.4763,64x + 37 = -9x²
eqn_1487,quadratic/eqn_1487,15,81,77,-1.2314,-4.1686,81x + 77 = -15x²
eqn_1488,quadratic/eqn_1488,1,13,-114,19.0,-6.0,(x - 19)(x + 6) = 0
eqn_1489,quadratic/eqn_1489,11,60,-9,0.1461,-5.6006,60x - 9 = -11x²
eqn_1490,quadratic/eqn_1490,1,34,288,18.0,16.0,(x - 18)(x - 16) = 0
eqn_1491,quadratic/eqn_1491,14,24,8,-0.4531,-1.2612,14x² + 24x = -8
eqn_1492,quadratic/eqn_1492,2,4,-8,1.2361,-3.2361,2x² + 4x - 8 = 0
eqn_1493,quadratic/eqn_1493,1,36,288,12.0,24.0,(x - 12)(x - 24) = 0
eqn_1494,quadratic/eqn_1494,3,-16,12,4.4305,0.9028, - 16x + 12 = -3x²
eqn_1495,quadratic/eqn_1495,4,2,-8,1.1861,-1.6861,4x² + 2x - 8 = 0
eqn_1496,quadratic/eqn_1496,2,8,0,0.0,-4.0,2x² + 8x = 0
eqn_1497,quadratic/eqn_1497,1,-5,-14,-7.0,2.0,(x + 7)(x - 2) = 0
eqn_1498,quadratic/eqn_1498,1,20,-125,25.0,-5.0,(x - 25)(x + 5) = 0
eqn_1499,quadratic/eqn_1499,1,26,105,5.0,21.0,(x - 5)(x - 21) = 0
eqn_1500,quadratic/eqn_1500,9,47,43,-1.1828,-4.0394,47x + 43 = -9x²
eqn_1501,quadratic/eqn_1501,10,-2,-25,1.6843,-1.4843,10x² - 2x = 25
eqn_1502,quadratic/eqn_1502,11,83,29,-0.3673,-7.1782,83x + 29 = -11x²
eqn_1503,quadratic/eqn_1503,1,-48,432,-12.0,-36.0,(x + 12)(x + 36) = 0
eqn_1504,quadratic/eqn_1504,3,8,-6,0.6103,-3.277,3x² + 8x - 6 = 0
eqn_1505,quadratic/eqn_1505,3,6,-6,0.7321,-2.7321,3x² + 6x - 6 = 0
eqn_1506,quadratic/eqn_1506,1,-14,-792,22.0,-36.0,(x - 22)(x + 36) = 0
eqn_1507,quadratic/eqn_1507,2,9,-10,0.9221,-5.4221,2x² + 9x - 10 = 0
eqn_1508,quadratic/eqn_1508,1,-34,240,-10.0,-24.0,(x + 10)(x + 24) = 0
eqn_1509,quadratic/eqn_1509,1,7,-330,22.0,-15.0,(x - 22)(x + 15) = 0
eqn_1510,quadratic/eqn_1510,6,47,68,-1.9149,-5.9184,47x + 68 = -6x²
eqn_1511,quadratic/eqn_1511,14,-18,-56,2.7436,-1.4579,14x² - 18x = 56
eqn_1512,quadratic/eqn_1512,1,-2,-195,13.0,-15.0,(x - 13)(x + 15) = 0
eqn_1513,quadratic/eqn_1513,5,9,2,-0.2597,-1.5403,5x² + 9x + 2 = 0
eqn_1514,quadratic/eqn_1514,14,23,-47,1.1865,-2.8294,14x² + 23x = 47
eqn_1515,quadratic/eqn_1515,15,-8,-52,2.1476,-1.6142,15x² - 8x = 52
eqn_1516,quadratic/eqn_1516,16,-21,-82,3.0133,-1.7008,16x² - 21x = 82
eqn_1517,quadratic/eqn_1517,2,0,-8,2.0,-2.0,2x² - 8 = 0
eqn_1518,quadratic/eqn_1518,3,8,-3,0.3333,-3.0,3x² + 8x - 3 = 0
eqn_1519,quadratic/eqn_1519,11,6,-40,1.6536,-2.1991,11x² + 6x = 40
eqn_1520,quadratic/eqn_1520,5,2,-3,0.6,-1.0,5x² + 2x - 3 = 0
eqn_1521,quadratic/eqn_1521,1,44,483,21.0,23.0,(x - 21)(x - 23) = 0
eqn_1522,quadratic/eqn_1522,19,-4,-18,1.0843,-0.8737,19x² - 4x = 18
eqn_1523,quadratic/eqn_1523,16,71,74,-1.673,-2.7645,71x + 74 = -16x²
eqn_1524,quadratic/eqn_1524,5,67,0,0.0,-13.4,67x = -5x²
eqn_1525,quadratic/eqn_1525,15,54,1,-0.0186,-3.5814,54x + 1 = -15x²
eqn_1526,quadratic/eqn_1526,1,19,88,8.0,11.0,(x - 8)(x - 11) = 0
eqn_1527,quadratic/eqn_1527,14,10,-70,1.9073,-2.6216,14x² + 10x = 70
eqn_1528,quadratic/eqn_1528,13,58,59,-1.5691,-2.8925,58x + 59 = -13x²
eqn_1529,quadratic/eqn_1529,1,4,-10,1.7417,-5.7417,x² + 4x - 10 = 0
eqn_1530,quadratic/eqn_1530,5,6,-7,0.7266,-1.9266,5x² + 6x - 7 = 0
eqn_1531,quadratic/eqn_1531,1,-19,-510,15.0,-34.0,(x - 15)(x + 34) = 0
eqn_1532,quadratic/eqn_1532,1,-20,-300,10.0,-30.0,(x - 10)(x + 30) = 0
eqn_1533,quadratic/eqn_1533,1,-8,7,-7.0,-1.0,(x + 7)(x + 1) = 0
eqn_1534,quadratic/eqn_1534,10,68,40,-0.6505,-6.1495,68x + 40 = -10x²
eqn_1535,quadratic/eqn_1535,13,-5,-96,2.9166,-2.532,13x² - 5x = 96
eqn_1536,quadratic/eqn_1536,17,-20,-60,2.5568,-1.3804,17x² - 20x = 60
eqn_1537,quadratic/eqn_1537,1,-14,-176,8.0,-22.0,(x - 8)(x + 22) = 0
eqn_1538,quadratic/eqn_1538,3,-1,-10,2.0,-1.6667,3x² - x - 10 = 0
eqn_1539,quadratic/eqn_1539,4,62,36,-0.6042,-14.8958,62x + 36 = -4x²
eqn_1540,quadratic/eqn_1540,1,0,-16,-4.0,4.0,(x + 4)(x - 4) = 0
eqn_1541,quadratic/eqn_1541,5,-3,-5,1.344,-0.744,5x² - 3x - 5 = 0
eqn_1542,quadratic/eqn_1542,14,-17,-69,2.9087,-1.6944,14x² - 17x = 69
eqn_1543,quadratic/eqn_1543,1,2,-3,3.0,-1.0,(x - 3)(x + 1) = 0
eqn_1544,quadratic/eqn_1544,10,42,44,-2.0,-2.2,42x + 44 = -10x²
eqn_1545,quadratic/eqn_1545,18,-22,-6,1.4518,-0.2296,18x² - 22x = 6
eqn_1546,quadratic/eqn_1546,1,-19,-372,12.0,-31.0,(x - 12)(x + 31) = 0
eqn_1547,quadratic/eqn_1547,7,83,60,-0.7733,-11.0838,83x + 60 = -7x²
eqn_1548,quadratic/eqn_1548,5,9,-8,0.6524,-2.4524,5x² + 9x - 8 = 0
eqn_1549,quadratic/eqn_1549,14,53,5,-0.0968,-3.6889,53x + 5 = -14x²
eqn_1550,quadratic/eqn_1550,1,41,420,20.0,21.0,(x - 20)(x - 21) = 0
eqn_1551,quadratic/eqn_1551,10,62,18,-0.3054,-5.8946,62x + 18 = -10x²
eqn_1552,quadratic/eqn_1552,1,7,-5,0.6533,-7.6533,x² + 7x - 5 = 0
eqn_1553,quadratic/eqn_1553,14,-8,-31,1.8009,-1.2295,14x² - 8x = 31
eqn_1554,quadratic/eqn_1554,19,0,-56,1.7168,-1.7168,19x² = 56
eqn_1555,quadratic/eqn_1555,2,7,-6,0.7122,-4.2122,2x² + 7x - 6 = 0
eqn_1556,quadratic/eqn_1556,5,57,57,-1.1076,-10.2924,57x + 57 = -5x²
eqn_1557,quadratic/eqn_1557,16,93,41,-0.4806,-5.3319,93x + 41 = -16x²
eqn_1558,quadratic/eqn_1558,2,9,-3,0.3117,-4.8117,2x² + 9x - 3 = 0
eqn_1559,quadratic/eqn_1559,5,9,0,0.0,-1.8,5x² + 9x = 0
eqn_1560,quadratic/eqn_1560,17,-16,-40,2.0751,-1.1339,17x² - 16x = 40
eqn_1561,quadratic/eqn_1561,13,91,-2,0.0219,-7.0219,91x - 2 = -13x²
eqn_1562,quadratic/eqn_1562,4,-3,0,0.75,0.0,4x² - 3x = 0
eqn_1563,quadratic/eqn_1563,4,1,-1,0.3904,-0.6404,4x² + x - 1 = 0
eqn_1564,quadratic/eqn_1564,20,-21,-9,1.3768,-0.3268,20x² - 21x = 9
eqn_1565,quadratic/eqn_1565,1,-34,288,-16.0,-18.0,(x + 16)(x + 18) = 0
eqn_1566,quadratic/eqn_1566,19,-13,-6,1.0,-0.3158,19x² - 13x = 6
eqn_1567,quadratic/eqn_1567,13,0,-7,0.7338,-0.7338,13x² = 7
eqn_1568,quadratic/eqn_1568,13,95,77,-0.9285,-6.3792,95x + 77 = -13x²
eqn_1569,quadratic/eqn_1569,1,-27,162,-9.0,-18.0,(x + 9)(x + 18) = 0
eqn_1570,quadratic/eqn_1570,3,6,-1,0.1547,-2.1547,3x² + 6x - 1 = 0
eqn_1571,quadratic/eqn_1571,3,-2,-9,2.0972,-1.4305,3x² - 2x - 9 = 0
eqn_1572,quadratic/eqn_1572,3,28,29,-1.1866,-8.1468,28x + 29 = -3x²
eqn_1573,quadratic/eqn_1573,5,78,58,-0.7829,-14.8171,78x + 58 = -5x²
eqn_1574,quadratic/eqn_1574,12,13,0,0.0,-1.0833,13x = -12x²
eqn_1575,quadratic/eqn_1575,1,-26,48,-2.0,-24.0,(x + 2)(x + 24) = 0
eqn_1576,quadratic/eqn_1576,19,19,-100,1.848,-2.848,19x² + 19x = 100
eqn_1577,quadratic/eqn_1577,9,80,76,-1.0816,-7.8073,80x + 76 = -9x²
eqn_1578,quadratic/eqn_1578,3,5,0,0.0,-1.6667,3x² + 5x = 0
eqn_1579,quadratic/eqn_1579,10,24,4,-0.1802,-2.2198,24x + 4 = -10x²
eqn_1580,quadratic/eqn_1580,6,93,17,-0.185,-15.315,93x + 17 = -6x²
eqn_1581,quadratic/eqn_1581,2,2,-2,0.618,-1.618,2x² + 2x - 2 = 0
eqn_1582,quadratic/eqn_1582,19,-12,-22,1.4372,-0.8056,19x² - 12x = 22
eqn_1583,quadratic/eqn_1583,18,24,-67,1.3746,-2.7079,18x² + 24x = 67
eqn_1584,quadratic/eqn_1584,16,15,-78,1.7884,-2.7259,16x² + 15x = 78
eqn_1585,quadratic/eqn_1585,5,65,7,-0.1086,-12.8914,65x + 7 = -5x²
eqn_1586,quadratic/eqn_1586,16,-21,2,1.2091,0.1034,16x² - 21x = -2
eqn_1587,quadratic/eqn_1587,14,89,12,-0.1378,-6.2193,89x + 12 = -14x²
eqn_1588,quadratic/eqn_1588,5,87,48,-0.5704,-16.8296,87x + 48 = -5x²
eqn_1589,quadratic/eqn_1589,12,36,2,-0.0566,-2.9434,36x + 2 = -12x²
eqn_1590,quadratic/eqn_1590,4,6,-9,0.9271,-2.4271,4x² + 6x - 9 = 0
eqn_1591,quadratic/eqn_1591,16,73,34,-0.5265,-4.036,73x + 34 = -16x²
eqn_1592,quadratic/eqn_1592,1,-18,80,-10.0,-8.0,(x + 10)(x + 8) = 0
eqn_1593,quadratic/eqn_1593,14,-18,-54,2.7094,-1.4236,14x² - 18x = 54
eqn_1594,quadratic/eqn_1594,2,8,-7,0.7386,-4.7386,2x² + 8x - 7 = 0
eqn_1595,quadratic/eqn_1595,13,81,79,-1.2105,-5.0203,81x + 79 = -13x²
eqn_1596,quadratic/eqn_1596,2,1,-4,1.1861,-1.6861,2x² + x - 4 = 0
eqn_1597,quadratic/eqn_1597,11,70,66,-1.1511,-5.2126,70x + 66 = -11x²
eqn_1598,quadratic/eqn_1598,1,-10,-600,20.0,-30.0,(x - 20)(x + 30) = 0
eqn_1599,quadratic/eqn_1599,13,7,-89,2.3611,-2.8996,13x² + 7x = 89
eqn_1600,quadratic/eqn_1600,2,10,-3,0.2839,-5.2839,2x² + 10x - 3 = 0
eqn_1601,quadratic/eqn_1601,17,12,-11,0.5255,-1.2314,17x² + 12x = 11
eqn_1602,quadratic/eqn_1602,12,5,-17,1.0,-1.4167,12x² + 5x = 17
eqn_1603,quadratic/eqn_1603,11,7,-68,2.1884,-2.8248,11x² + 7x = 68
eqn_1604,quadratic/eqn_1604,17,-7,-43,1.8096,-1.3978,17x² - 7x = 43
eqn_1605,quadratic/eqn_1605,2,2,-1,0.366,-1.366,2x² + 2x - 1 = 0
eqn_1606,quadratic/eqn_1606,2,10,-9,0.7787,-5.7787,2x² + 10x - 9 = 0
eqn_1607,quadratic/eqn_1607,10,16,-81,2.1563,-3.7563,10x² + 16x = 81
eqn_1608,quadratic/eqn_1608,14,84,17,-0.2097,-5.7903,84x + 17 = -14x²
eqn_1609,quadratic/eqn_1609,4,10,0,0.0,-2.5,4x² + 10x = 0
eqn_1610,quadratic/eqn_1610,6,71,51,-0.7682,-11.0652,71x + 51 = -6x²
eqn_1611,quadratic/eqn_1611,5,1,-7,1.0874,-1.2874,5x² + x - 7 = 0
eqn_1612,quadratic/eqn_1612,15,-23,-91,3.3463,-1.813,15x² - 23x = 91
eqn_1613,quadratic/eqn_1613,15,87,1,-0.0115,-5.7885,87x + 1 = -15x²
eqn_1614,quadratic/eqn_1614,1,-13,-660,20.0,-33.0,(x - 20)(x + 33) = 0
eqn_1615,quadratic/eqn_1615,1,-2,-399,19.0,-21.0,(x - 19)(x + 21) = 0
eqn_1616,quadratic/eqn_1616,14,-4,-80,2.5376,-2.2519,14x² - 4x = 80
eqn_1617,quadratic/eqn_1617,11,-9,-92,3.3299,-2.5117,11x² - 9x = 92
eqn_1618,quadratic/eqn_1618,4,4,-4,0.618,-1.618,4x² + 4x - 4 = 0
eqn_1619,quadratic/eqn_1619,15,-12,-2,0.9416,-0.1416,15x² - 12x = 2
eqn_1620,quadratic/eqn_1620,18,9,-3,0.2287,-0.7287,18x² + 9x = 3
eqn_1621,quadratic/eqn_1621,1,-36,315,-15.0,-21.0,(x + 15)(x + 21) = 0
eqn_1622,quadratic/eqn_1622,1,6,-16,-2.0,8.0,(x + 2)(x - 8) = 0
eqn_1623,quadratic/eqn_1623,6,46,50,-1.3112,-6.3555,46x + 50 = -6x²
eqn_1624,quadratic/eqn_1624,11,85,-5,0.0584,-7.7857,85x - 5 = -11x²
eqn_1625,quadratic/eqn_1625,1,5,6,-2.0,-3.0,x² + 5x + 6 = 0
eqn_1626,quadratic/eqn_1626,20,-10,-100,2.5,-2.0,20x² - 10x = 100
eqn_1627,quadratic/eqn_1627,1,24,23,23.0,1.0,(x - 23)(x - 1) = 0
eqn_1628,quadratic/eqn_1628,9,92,16,-0.177,-10.0452,92x + 16 = -9x²
eqn_1629,quadratic/eqn_1629,18,3,-51,1.602,-1.7686,18x² + 3x = 51
eqn_1630,quadratic/eqn_1630,5,4,-7,0.849,-1.649,5x² + 4x - 7 = 0
eqn_1631,quadratic/eqn_1631,5,3,-5,0.744,-1.344,5x² + 3x - 5 = 0
eqn_1632,quadratic/eqn_1632,7,78,0,0.0,-11.1429,78x = -7x²
eqn_1633,quadratic/eqn_1633,1,13,-300,25.0,-12.0,(x - 25)(x + 12) = 0
eqn_1634,quadratic/eqn_1634,10,29,15,-0.6738,-2.2262,29x + 15 = -10x²
eqn_1635,quadratic/eqn_1635,4,10,-5,0.4271,-2.9271,4x² + 10x - 5 = 0
eqn_1636,quadratic/eqn_1636,3,4,-8,1.0972,-2.4305,3x² + 4x - 8 = 0
eqn_1637,quadratic/eqn_1637,4,9,0,0.0,-2.25,4x² + 9x = 0
eqn_1638,quadratic/eqn_1638,6,1,-7,1.0,-1.1667,x - 7 = -6x²
eqn_1639,quadratic/eqn_1639,1,6,5,-1.0,-5.0,x² + 6x + 5 = 0
eqn_1640,quadratic/eqn_1640,1,18,80,8.0,10.0,(x - 8)(x - 10) = 0
eqn_1641,quadratic/eqn_1641,5,1,-10,1.3177,-1.5177,5x² + x - 10 = 0
eqn_1642,quadratic/eqn_1642,1,22,72,18.0,4.0,(x - 18)(x - 4) = 0
eqn_1643,quadratic/eqn_1643,1,-3,2,-2.0,-1.0,(x + 2)(x + 1) = 0
eqn_1644,quadratic/eqn_1644,3,58,80,-1.4949,-17.8384,58x + 80 = -3x²
eqn_1645,quadratic/eqn_1645,17,16,-36,1.0588,-2.0,17x² + 16x = 36
eqn_1646,quadratic/eqn_1646,4,8,-6,0.5811,-2.5811,4x² + 8x - 6 = 0
eqn_1647,quadratic/eqn_1647,2,9,-2,0.2122,-4.7122,2x² + 9x - 2 = 0
eqn_1648,quadratic/eqn_1648,12,-12,-32,2.2078,-1.2078,12x² - 12x = 32
eqn_1649,quadratic/eqn_1649,16,-1,-88,2.3767,-2.3142,16x² - x = 88
eqn_1650,quadratic/eqn_1650,10,-15,-3,1.6787,-0.1787,10x² - 15x = 3
eqn_1651,quadratic/eqn_1651,16,13,-43,1.2827,-2.0952,16x² + 13x = 43
eqn_1652,quadratic/eqn_1652,1,25,126,7.0,18.0,(x - 7)(x - 18) = 0
eqn_1653,quadratic/eqn_1653,1,-13,-30,-15.0,2.0,(x + 15)(x - 2) = 0
eqn_1654,quadratic/eqn_1654,3,10,3,-0.3333,-3.0,3x² + 10x + 3 = 0
eqn_1655,quadratic/eqn_1655,10,68,8,-0.1198,-6.6802,68x + 8 = -10x²
eqn_1656,quadratic/eqn_1656,12,68,15,-0.2299,-5.4367,68x + 15 = -12x²
eqn_1657,quadratic/eqn_1657,3,63,48,-0.7918,-20.2082,63x + 48 = -3x²
eqn_1658,quadratic/eqn_1658,11,41,15,-0.4112,-3.316,41x + 15 = -11x²
eqn_1659,quadratic/eqn_1659,10,14,-64,1.9249,-3.3249,10x² + 14x = 64
eqn_1660,quadratic/eqn_1660,1,-20,-224,8.0,-28.0,(x - 8)(x + 28) = 0
eqn_1661,quadratic/eqn_1661,20,20,-41,1.0166,-2.0166,20x² + 20x = 41
eqn_1662,quadratic/eqn_1662,1,8,-10,1.099,-9.099,x² + 8x - 10 = 0
eqn_1663,quadratic/eqn_1663,1,14,-72,-4.0,18.0,(x + 4)(x - 18) = 0
eqn_1664,quadratic/eqn_1664,1,-1,-4,2.5616,-1.5616,x² - x - 4 = 0
eqn_1665,quadratic/eqn_1665,4,60,-8,0.1322,-15.1322,60x - 8 = -4x²
eqn_1666,quadratic/eqn_1666,2,3,0,0.0,-1.5,2x² + 3x = 0
eqn_1667,quadratic/eqn_1667,16,75,-1,0.0133,-4.7008,75x - 1 = -16x²
eqn_1668,quadratic/eqn_1668,9,30,-2,0.0654,-3.3987,30x - 2 = -9x²
eqn_1669,quadratic/eqn_1669,13,23,10,-0.7692,-1.0,13x² + 23x = -10
eqn_1670,quadratic/eqn_1670,1,5,-50,-5.0,10.0,(x + 5)(x - 10) = 0
eqn_1671,quadratic/eqn_1671,1,6,7,-1.5858,-4.4142,x² + 6x + 7 = 0
eqn_1672,quadratic/eqn_1672,1,-32,-144,4.0,-36.0,(x - 4)(x + 36) = 0
eqn_1673,quadratic/eqn_1673,16,9,-18,0.8161,-1.3786,16x² + 9x = 18
eqn_1674,quadratic/eqn_1674,1,30,224,14.0,16.0,(x - 14)(x - 16) = 0
eqn_1675,quadratic/eqn_1675,1,-13,22,-11.0,-2.0,(x + 11)(x + 2) = 0
eqn_1676,quadratic/eqn_1676,19,2,-66,1.8119,-1.9172,19x² + 2x = 66
eqn_1677,quadratic/eqn_1677,1,7,1,-0.1459,-6.8541,x² + 7x + 1 = 0
eqn_1678,quadratic/eqn_1678,1,28,171,19.0,9.0,(x - 19)(x - 9) = 0
eqn_1679,quadratic/eqn_1679,4,43,1,-0.0233,-10.7267,43x + 1 = -4x²
eqn_1680,quadratic/eqn_1680,1,-34,273,-13.0,-21.0,(x + 13)(x + 21) = 0
eqn_1681,quadratic/eqn_1681,3,3,0,0.0,-1.0,3x² + 3x = 0
eqn_1682,quadratic/eqn_1682,13,91,-5,0.0545,-7.0545,91x - 5 = -13x²
eqn_1683,quadratic/eqn_1683,1,-12,-133,7.0,-19.0,(x - 7)(x + 19) = 0
eqn_1684,quadratic/eqn_1684,9,75,-4,0.053,-8.3863,75x - 4 = -9x²
eqn_1685,quadratic/eqn_1685,1,20,64,4.0,16.0,(x - 4)(x - 16) = 0
eqn_1686,quadratic/eqn_1686,1,-31,198,-9.0,-22.0,(x + 9)(x + 22) = 0
eqn_1687,quadratic/eqn_1687,1,-44,420,-14.0,-30.0,(x + 14)(x + 30) = 0
eqn_1688,quadratic/eqn_1688,8,44,5,-0.1161,-5.3839,44x + 5 = -8x²
eqn_1689,quadratic/eqn_1689,1,8,15,-3.0,-5.0,x² + 8x + 15 = 0
eqn_1690,quadratic/eqn_1690,5,53,21,-0.4123,-10.1877,53x + 21 = -5x²
